번호,게시판,날짜,제목,글자수,이미지수,결손이미지,태그,원문URL,MD파일
487,매매일지,2008-12-10,천일야화 140,0,2,0,,https://blog.naver.com/pillion21/120059777121,아카이브/07_매매일지/2008-12-10_천일야화 140.md
488,매매일지,2008-12-11,천일야화 141,0,2,0,,https://blog.naver.com/pillion21/120059827962,아카이브/07_매매일지/2008-12-11_천일야화 141.md
489,매매일지,2008-12-12,천일야화 142,0,2,0,,https://blog.naver.com/pillion21/120059881306,아카이브/07_매매일지/2008-12-12_천일야화 142.md
490,매매일지,2008-12-15,천일야화 143,0,2,0,,https://blog.naver.com/pillion21/120060035930,아카이브/07_매매일지/2008-12-15_천일야화 143.md
491,매매일지,2008-12-16,천일야화 144,0,2,0,,https://blog.naver.com/pillion21/120060101840,아카이브/07_매매일지/2008-12-16_천일야화 144.md
492,매매일지,2008-12-17,천일야화 145,0,2,0,,https://blog.naver.com/pillion21/120060153494,아카이브/07_매매일지/2008-12-17_천일야화 145.md
493,매매일지,2008-12-18,천일야화 146,0,2,0,,https://blog.naver.com/pillion21/120060206484,아카이브/07_매매일지/2008-12-18_천일야화 146.md
494,매매일지,2008-12-19,천일야화 147,0,2,0,,https://blog.naver.com/pillion21/120060261779,아카이브/07_매매일지/2008-12-19_천일야화 147.md
495,매매일지,2008-12-22,천일야화 148,0,2,0,,https://blog.naver.com/pillion21/120060412787,아카이브/07_매매일지/2008-12-22_천일야화 148.md
496,매매일지,2008-12-23,천일야화 149,0,2,0,,https://blog.naver.com/pillion21/120060462451,아카이브/07_매매일지/2008-12-23_천일야화 149.md
497,매매일지,2008-12-24,천일야화 150,0,2,0,,https://blog.naver.com/pillion21/120060514053,아카이브/07_매매일지/2008-12-24_천일야화 150.md
498,매매일지,2008-12-26,천일야화 151,0,2,0,,https://blog.naver.com/pillion21/120060607650,아카이브/07_매매일지/2008-12-26_천일야화 151.md
499,매매일지,2008-12-29,천일야화 152,0,2,0,,https://blog.naver.com/pillion21/120060755002,아카이브/07_매매일지/2008-12-29_천일야화 152.md
500,매매일지,2008-12-30,천일야화 153,0,2,0,,https://blog.naver.com/pillion21/120060809682,아카이브/07_매매일지/2008-12-30_천일야화 153.md
501,매매일지,2009-01-02,천일야화 154,0,2,0,,https://blog.naver.com/pillion21/120060975133,아카이브/07_매매일지/2009-01-02_천일야화 154.md
502,매매일지,2009-01-05,천일야화 155,0,2,0,,https://blog.naver.com/pillion21/120061130250,아카이브/07_매매일지/2009-01-05_천일야화 155.md
503,매매일지,2009-01-06,천일야화 156,0,2,0,,https://blog.naver.com/pillion21/120061187149,아카이브/07_매매일지/2009-01-06_천일야화 156.md
504,매매일지,2009-01-07,천일야화 157,0,2,0,,https://blog.naver.com/pillion21/120061241949,아카이브/07_매매일지/2009-01-07_천일야화 157.md
505,매매일지,2009-01-08,천일야화 158,0,2,0,,https://blog.naver.com/pillion21/120061301111,아카이브/07_매매일지/2009-01-08_천일야화 158.md
506,매매일지,2009-01-09,천일야화 159,0,2,0,,https://blog.naver.com/pillion21/120061358937,아카이브/07_매매일지/2009-01-09_천일야화 159.md
507,매매일지,2009-01-12,천일야화 160,0,2,0,,https://blog.naver.com/pillion21/120061520011,아카이브/07_매매일지/2009-01-12_천일야화 160.md
508,매매일지,2009-01-13,천일야화 161,0,2,0,,https://blog.naver.com/pillion21/120061580673,아카이브/07_매매일지/2009-01-13_천일야화 161.md
509,매매일지,2009-01-14,천일야화 162,0,2,0,,https://blog.naver.com/pillion21/120061642119,아카이브/07_매매일지/2009-01-14_천일야화 162.md
510,매매일지,2009-01-15,천일야화 163,0,2,0,,https://blog.naver.com/pillion21/120061703519,아카이브/07_매매일지/2009-01-15_천일야화 163.md
511,매매일지,2009-01-16,천일야화 164,0,2,0,,https://blog.naver.com/pillion21/120061767521,아카이브/07_매매일지/2009-01-16_천일야화 164.md
512,매매일지,2009-01-19,천일야화 165,0,2,0,,https://blog.naver.com/pillion21/120061937359,아카이브/07_매매일지/2009-01-19_천일야화 165.md
513,매매일지,2009-01-20,천일야화 166,0,2,0,,https://blog.naver.com/pillion21/120061999649,아카이브/07_매매일지/2009-01-20_천일야화 166.md
514,매매일지,2009-01-21,천일야화 167,0,2,0,,https://blog.naver.com/pillion21/120062063066,아카이브/07_매매일지/2009-01-21_천일야화 167.md
515,매매일지,2009-01-22,천일야화 168,0,2,0,,https://blog.naver.com/pillion21/120062130447,아카이브/07_매매일지/2009-01-22_천일야화 168.md
516,매매일지,2009-01-23,천일야화 169,0,2,0,,https://blog.naver.com/pillion21/120062199458,아카이브/07_매매일지/2009-01-23_천일야화 169.md
517,매매일지,2009-01-28,천일야화 170,0,2,0,,https://blog.naver.com/pillion21/120062424803,아카이브/07_매매일지/2009-01-28_천일야화 170.md
518,매매일지,2009-01-29,천일야화 171,0,2,0,,https://blog.naver.com/pillion21/120062487567,아카이브/07_매매일지/2009-01-29_천일야화 171.md
519,매매일지,2009-01-30,천일야화 172,0,2,0,,https://blog.naver.com/pillion21/120062551207,아카이브/07_매매일지/2009-01-30_천일야화 172.md
520,매매일지,2009-02-02,천일야화 173,0,2,0,,https://blog.naver.com/pillion21/120062727165,아카이브/07_매매일지/2009-02-02_천일야화 173.md
521,매매일지,2009-02-03,천일야화 174,0,2,0,,https://blog.naver.com/pillion21/120062792363,아카이브/07_매매일지/2009-02-03_천일야화 174.md
522,매매일지,2009-02-04,천일야화 175,0,2,0,,https://blog.naver.com/pillion21/120062855933,아카이브/07_매매일지/2009-02-04_천일야화 175.md
523,매매일지,2009-02-05,천일야화 176,0,2,0,,https://blog.naver.com/pillion21/120062921341,아카이브/07_매매일지/2009-02-05_천일야화 176.md
524,매매일지,2009-02-06, 천일야화 177,0,2,0,,https://blog.naver.com/pillion21/120062987587,아카이브/07_매매일지/2009-02-06_천일야화 177.md
525,매매일지,2009-02-09,천일야화 178,0,2,0,,https://blog.naver.com/pillion21/120063151834,아카이브/07_매매일지/2009-02-09_천일야화 178.md
526,매매일지,2009-02-10,천일야화 179,0,2,0,,https://blog.naver.com/pillion21/120063210747,아카이브/07_매매일지/2009-02-10_천일야화 179.md
527,매매일지,2009-02-11,천일야화 180,0,2,0,,https://blog.naver.com/pillion21/120063271137,아카이브/07_매매일지/2009-02-11_천일야화 180.md
528,매매일지,2009-02-12,천일야화 181,0,2,0,,https://blog.naver.com/pillion21/120063335857,아카이브/07_매매일지/2009-02-12_천일야화 181.md
529,매매일지,2009-02-13,천일야화 182,0,2,0,,https://blog.naver.com/pillion21/120063400392,아카이브/07_매매일지/2009-02-13_천일야화 182.md
530,매매일지,2009-02-16,천일야화 183,0,2,0,,https://blog.naver.com/pillion21/120063580161,아카이브/07_매매일지/2009-02-16_천일야화 183.md
531,매매일지,2009-02-17,천일야화 184,0,2,0,,https://blog.naver.com/pillion21/120063646067,아카이브/07_매매일지/2009-02-17_천일야화 184.md
532,매매일지,2009-02-18,천일야화 185,273,2,0,,https://blog.naver.com/pillion21/120063715148,아카이브/07_매매일지/2009-02-18_천일야화 185.md
533,매매일지,2009-03-19,천일야화 206,422,2,0,,https://blog.naver.com/pillion21/120065387664,아카이브/07_매매일지/2009-03-19_천일야화 206.md
534,매매일지,2009-06-01,천일야화 256,734,2,0,,https://blog.naver.com/pillion21/120069399665,아카이브/07_매매일지/2009-06-01_천일야화 256.md
535,매매일지,2010-04-07,천일야화 471 (10.04.06),618,1,0,,https://blog.naver.com/pillion21/120105083597,아카이브/07_매매일지/2010-04-07_천일야화 471 (10.04.06).md
536,매매일지,2010-05-13,천일야화 497 (5월 만기),1755,1,0,,https://blog.naver.com/pillion21/120107235149,아카이브/07_매매일지/2010-05-13_천일야화 497 (5월 만기).md
537,매매일지,2010-06-10,천일야화 515 ( 6월 만기 ),1805,1,0,,https://blog.naver.com/pillion21/120108998210,아카이브/07_매매일지/2010-06-10_천일야화 515 ( 6월 만기 ).md
538,매매일지,2010-07-08,천일야화 535 (7월 만기),769,1,0,,https://blog.naver.com/pillion21/120110738865,아카이브/07_매매일지/2010-07-08_천일야화 535 (7월 만기).md
539,매매일지,2010-08-12,천일야화 560 (8월 만기),2883,1,0,,https://blog.naver.com/pillion21/120113073776,아카이브/07_매매일지/2010-08-12_천일야화 560 (8월 만기).md
540,매매일지,2010-09-09,천일야화 580 (9월 만기),3843,1,0,,https://blog.naver.com/pillion21/120114763761,아카이브/07_매매일지/2010-09-09_천일야화 580 (9월 만기).md
541,매매일지,2010-10-14,천일야화 602 (10월 만기),2679,0,1,,https://blog.naver.com/pillion21/120116663163,아카이브/07_매매일지/2010-10-14_천일야화 602 (10월 만기).md
542,매매일지,2010-11-12,천일야화 622 (11월 만기),5694,1,0,,https://blog.naver.com/pillion21/120118326460,아카이브/07_매매일지/2010-11-12_천일야화 622 (11월 만기).md
543,매매일지,2010-12-09,천일야화 642 (12월 만기),2998,1,0,,https://blog.naver.com/pillion21/120119827330,아카이브/07_매매일지/2010-12-09_천일야화 642 (12월 만기).md
544,매매일지,2011-01-14,my way..,2180,0,0,,https://blog.naver.com/pillion21/120122013347,아카이브/07_매매일지/2011-01-14_my way.md
545,매매일지,2014-01-03,2014년 1주 매매일지.,2667,1,0,,https://blog.naver.com/pillion21/120204855777,아카이브/07_매매일지/2014-01-03_2014년 1주 매매일지.md
546,매매일지,2014-01-10,2014년 1월 2주차. - 돈은 어떻게 써야 할까? ,2222,1,0,,https://blog.naver.com/pillion21/120205312566,아카이브/07_매매일지/2014-01-10_2014년 1월 2주차. - 돈은 어떻게 써야 할까_.md
547,매매일지,2014-01-17,2014년 1월 3주차 - 기억에 남는 두분..,2050,1,0,,https://blog.naver.com/pillion21/120205782995,아카이브/07_매매일지/2014-01-17_2014년 1월 3주차 - 기억에 남는 두분.md
548,매매일지,2014-02-07,2014년 1월 4주. 5주차. 2월 1주차.,1011,1,0,,https://blog.naver.com/pillion21/120207131661,아카이브/07_매매일지/2014-02-07_2014년 1월 4주. 5주차. 2월 1주차.md
549,매매일지,2014-02-13,"2월 2주, 3주차 - 시장은 변한다.",1430,1,0,,https://blog.naver.com/pillion21/120207507461,"아카이브/07_매매일지/2014-02-13_2월 2주, 3주차 - 시장은 변한다.md"
550,매매일지,2014-03-07,2월 4주. 3월 1주차 -  봄 느낌..,1333,1,0,,https://blog.naver.com/pillion21/120208997279,아카이브/07_매매일지/2014-03-07_2월 4주. 3월 1주차 - 봄 느낌.md
551,매매일지,2014-03-14,2014년 3월 2주차. - 동시 만기일,2225,1,0,,https://blog.naver.com/pillion21/120209449511,아카이브/07_매매일지/2014-03-14_2014년 3월 2주차. - 동시 만기일.md
552,매매일지,2014-03-21,3월 3주차- 시장의 본질..,988,1,0,,https://blog.naver.com/pillion21/120209899735,아카이브/07_매매일지/2014-03-21_3월 3주차- 시장의 본질.md
553,매매일지,2014-05-10,5월 2주차.,721,1,0,,https://blog.naver.com/pillion21/120212976634,아카이브/07_매매일지/2014-05-10_5월 2주차.md
554,매매일지,2014-06-15,6월 2주차. -  내년에는 오늘을 꼭 기억하자..,1324,1,0,,https://blog.naver.com/pillion21/220031389691,아카이브/07_매매일지/2014-06-15_6월 2주차. - 내년에는 오늘을 꼭 기억하자.md
555,매매일지,2014-07-19,2014년 7월 3주차 - 최저 변동성.. 바닥을 모르겠다. ,1525,1,0,,https://blog.naver.com/pillion21/220065190637,아카이브/07_매매일지/2014-07-19_2014년 7월 3주차 - 최저 변동성.. 바닥을 모르겠다.md
556,매매일지,2015-01-09,2014년을 정리하며..,1948,2,0,,https://blog.naver.com/pillion21/220234966664,아카이브/07_매매일지/2015-01-09_2014년을 정리하며.md
557,트레이딩,2006-06-17,"[공유] [알바트로스- 성필규, Theta Power 대표이사]",2606,0,1,,https://blog.naver.com/pillion21/120025612268,"아카이브/08_트레이딩/2006-06-17_[공유] [알바트로스- 성필규, Theta Power 대표이사].md"
558,트레이딩,2007-02-05,꿈은 이뤄진다.,351,0,0,,https://blog.naver.com/pillion21/120034351062,아카이브/08_트레이딩/2007-02-05_꿈은 이뤄진다.md
559,트레이딩,2007-02-06,Nobody Knows...,2537,0,0,,https://blog.naver.com/pillion21/120034392160,아카이브/08_트레이딩/2007-02-06_Nobody Knows.md
560,트레이딩,2007-02-06,기념으로 가벼운 계좌 하나..,529,1,0,,https://blog.naver.com/pillion21/120034378534,아카이브/08_트레이딩/2007-02-06_기념으로 가벼운 계좌 하나.md
561,트레이딩,2007-02-08, 당신은 당신의 위치를 아는지?,1064,0,0,,https://blog.naver.com/pillion21/120034449220,아카이브/08_트레이딩/2007-02-08_당신은 당신의 위치를 아는지_.md
562,트레이딩,2007-02-11,열심히 하면 되는 것일까?,546,0,0,,https://blog.naver.com/pillion21/120034567589,아카이브/08_트레이딩/2007-02-11_열심히 하면 되는 것일까_.md
563,트레이딩,2007-02-22,즐기고 있는지...,894,0,0,,https://blog.naver.com/pillion21/120034938841,아카이브/08_트레이딩/2007-02-22_즐기고 있는지.md
564,트레이딩,2007-02-22,소중한 인연.,3540,0,0,,https://blog.naver.com/pillion21/120034931019,아카이브/08_트레이딩/2007-02-22_소중한 인연.md
565,트레이딩,2007-03-02,칼날을 잡고 있는지...,3442,0,0,,https://blog.naver.com/pillion21/120035251134,아카이브/08_트레이딩/2007-03-02_칼날을 잡고 있는지.md
566,트레이딩,2007-03-06,나는 어느놈에게 먹이를 주는지..,499,0,0,,https://blog.naver.com/pillion21/120035381726,아카이브/08_트레이딩/2007-03-06_나는 어느놈에게 먹이를 주는지.md
567,트레이딩,2007-03-12,동시 만기일의 아쉬움.,2370,0,0,,https://blog.naver.com/pillion21/120035615758,아카이브/08_트레이딩/2007-03-12_동시 만기일의 아쉬움.md
568,트레이딩,2007-03-15,위야? 아래야?,499,0,0,,https://blog.naver.com/pillion21/120035710031,아카이브/08_트레이딩/2007-03-15_위야_ 아래야_.md
569,트레이딩,2007-04-02,4월의 시작...,1764,0,0,,https://blog.naver.com/pillion21/120036393662,아카이브/08_트레이딩/2007-04-02_4월의 시작.md
570,트레이딩,2007-04-18,마음을 빼앗기면...,2096,0,0,,https://blog.naver.com/pillion21/120036926397,아카이브/08_트레이딩/2007-04-18_마음을 빼앗기면.md
571,트레이딩,2007-04-22,200p 를 앞두고..,877,0,0,,https://blog.naver.com/pillion21/120037084925,아카이브/08_트레이딩/2007-04-22_200p 를 앞두고.md
572,트레이딩,2007-04-24,삼산이수.. 필명처럼 여유로운 분.,2739,0,0,,https://blog.naver.com/pillion21/120037158548,아카이브/08_트레이딩/2007-04-24_삼산이수.. 필명처럼 여유로운 분.md
573,트레이딩,2007-05-08,아파서 보냈던 날들..,1108,0,0,,https://blog.naver.com/pillion21/120037616235,아카이브/08_트레이딩/2007-05-08_아파서 보냈던 날들.md
574,트레이딩,2007-05-15,생각이 많았던 어제..,2003,0,0,,https://blog.naver.com/pillion21/120037892304,아카이브/08_트레이딩/2007-05-15_생각이 많았던 어제.md
575,트레이딩,2007-07-03,금연을 하자.,681,0,0,,https://blog.naver.com/pillion21/120039669289,아카이브/08_트레이딩/2007-07-03_금연을 하자.md
576,트레이딩,2007-07-09,전북일보 기사.,1378,0,1,,https://blog.naver.com/pillion21/120039902536,아카이브/08_트레이딩/2007-07-09_전북일보 기사.md
577,트레이딩,2007-07-27,황당한 시장.  유쾌한 대화.,664,1,0,,https://blog.naver.com/pillion21/120040602119,아카이브/08_트레이딩/2007-07-27_황당한 시장. 유쾌한 대화.md
578,트레이딩,2007-08-03,삶은 하나의 게임이다..,1192,0,0,,https://blog.naver.com/pillion21/120040879207,아카이브/08_트레이딩/2007-08-03_삶은 하나의 게임이다.md
579,트레이딩,2007-08-11,몽상가 or 사기꾼?,2063,0,0,,https://blog.naver.com/pillion21/120041207823,아카이브/08_트레이딩/2007-08-11_몽상가 or 사기꾼_.md
580,트레이딩,2007-09-12,내가 아는 고수.,3789,1,0,,https://blog.naver.com/pillion21/120042377100,아카이브/08_트레이딩/2007-09-12_내가 아는 고수.md
581,트레이딩,2007-09-16,지난 만기의 추억.,1154,0,0,,https://blog.naver.com/pillion21/120042545635,아카이브/08_트레이딩/2007-09-16_지난 만기의 추억.md
582,트레이딩,2007-09-16,왜 그렇게 사는지...,1505,0,0,,https://blog.naver.com/pillion21/120042535223,아카이브/08_트레이딩/2007-09-16_왜 그렇게 사는지.md
583,트레이딩,2007-09-30,9월의 마지막 날..,1114,0,0,,https://blog.naver.com/pillion21/120042981911,아카이브/08_트레이딩/2007-09-30_9월의 마지막 날.md
584,트레이딩,2007-11-25,장학재단 출범식..,1741,0,1,,https://blog.naver.com/pillion21/120044972683,아카이브/08_트레이딩/2007-11-25_장학재단 출범식.md
585,트레이딩,2007-12-02,11월을 마치면서..,748,0,0,,https://blog.naver.com/pillion21/120045233645,아카이브/08_트레이딩/2007-12-02_11월을 마치면서.md
586,트레이딩,2007-12-21,가능할까..,2163,0,0,,https://blog.naver.com/pillion21/120045926570,아카이브/08_트레이딩/2007-12-21_가능할까.md
587,트레이딩,2007-12-26,정말 고수를 보고 싶은가?,1237,0,0,,https://blog.naver.com/pillion21/120046104731,아카이브/08_트레이딩/2007-12-26_정말 고수를 보고 싶은가_.md
588,트레이딩,2008-01-05,생각치 못했던.. 그러나 생각했어야 했던 일..,3073,0,0,,https://blog.naver.com/pillion21/120046444220,아카이브/08_트레이딩/2008-01-05_생각치 못했던.. 그러나 생각했어야 했던 일.md
589,트레이딩,2008-01-22,검은 화요일.,779,0,0,,https://blog.naver.com/pillion21/120047149564,아카이브/08_트레이딩/2008-01-22_검은 화요일.md
590,트레이딩,2008-01-26,mdd 갱신..,1160,0,0,,https://blog.naver.com/pillion21/120047305160,아카이브/08_트레이딩/2008-01-26_mdd 갱신.md
591,트레이딩,2008-01-28,권토중래,1503,0,0,,https://blog.naver.com/pillion21/120047358978,아카이브/08_트레이딩/2008-01-28_권토중래.md
592,트레이딩,2008-01-31,재미를 느껴라.,677,0,0,,https://blog.naver.com/pillion21/120047523433,아카이브/08_트레이딩/2008-01-31_재미를 느껴라.md
593,트레이딩,2008-02-17,다시 최고점 돌파.,715,0,0,,https://blog.naver.com/pillion21/120048145614,아카이브/08_트레이딩/2008-02-17_다시 최고점 돌파.md
594,트레이딩,2008-03-04,3월의 시작. ,1005,0,0,,https://blog.naver.com/pillion21/120048889169,아카이브/08_트레이딩/2008-03-04_3월의 시작.md
595,트레이딩,2008-03-05,쉽지 않은 길..,2395,0,0,,https://blog.naver.com/pillion21/120048917142,아카이브/08_트레이딩/2008-03-05_쉽지 않은 길.md
596,트레이딩,2008-03-07,부탁드립니다..,1371,0,0,,https://blog.naver.com/pillion21/120048970519,아카이브/08_트레이딩/2008-03-07_부탁드립니다.md
597,트레이딩,2008-03-30,3월을 보내면서.,1582,0,0,,https://blog.naver.com/pillion21/120049844752,아카이브/08_트레이딩/2008-03-30_3월을 보내면서.md
598,트레이딩,2008-05-05,4월을 보내고..,906,0,0,,https://blog.naver.com/pillion21/120051079029,아카이브/08_트레이딩/2008-05-05_4월을 보내고.md
599,트레이딩,2008-05-15,최고점 돌파와 치통.,644,0,0,,https://blog.naver.com/pillion21/120051422325,아카이브/08_트레이딩/2008-05-15_최고점 돌파와 치통.md
600,트레이딩,2008-05-24,돈이 있으면 행복할까?...,1283,0,0,,https://blog.naver.com/pillion21/120051727409,아카이브/08_트레이딩/2008-05-24_돈이 있으면 행복할까_.md
601,트레이딩,2008-05-31,5월을 보내고..,1469,0,0,,https://blog.naver.com/pillion21/120052107944,아카이브/08_트레이딩/2008-05-31_5월을 보내고.md
602,트레이딩,2008-06-09,나를 놀라게 한분들.,4599,0,0,,https://blog.naver.com/pillion21/120052814721,아카이브/08_트레이딩/2008-06-09_나를 놀라게 한분들.md
603,트레이딩,2008-06-21,뒤늦은 후회..,1467,0,0,,https://blog.naver.com/pillion21/120053177322,아카이브/08_트레이딩/2008-06-21_뒤늦은 후회.md
604,트레이딩,2008-07-02,포넷에서의 소란..,9060,0,0,,https://blog.naver.com/pillion21/120053518185,아카이브/08_트레이딩/2008-07-02_포넷에서의 소란.md
605,트레이딩,2008-07-02,6월을 보내고..,318,0,0,,https://blog.naver.com/pillion21/120053513706,아카이브/08_트레이딩/2008-07-02_6월을 보내고.md
606,트레이딩,2008-07-06,370 ...,1229,0,0,,https://blog.naver.com/pillion21/120053631250,아카이브/08_트레이딩/2008-07-06_370.md
607,트레이딩,2008-07-09,드디어 고점 돌파..,504,0,0,,https://blog.naver.com/pillion21/120053715997,아카이브/08_트레이딩/2008-07-09_드디어 고점 돌파.md
608,트레이딩,2008-08-03,7월을 보내고..,390,0,0,,https://blog.naver.com/pillion21/120054515653,아카이브/08_트레이딩/2008-08-03_7월을 보내고.md
609,트레이딩,2008-09-01,8월을 보내고..,713,0,0,,https://blog.naver.com/pillion21/120055740868,아카이브/08_트레이딩/2008-09-01_8월을 보내고.md
610,트레이딩,2008-10-04,9월을 보내고..,1390,0,0,,https://blog.naver.com/pillion21/120056775267,아카이브/08_트레이딩/2008-10-04_9월을 보내고.md
611,트레이딩,2008-11-02,10월을 보내고..,1518,0,0,,https://blog.naver.com/pillion21/120057919875,아카이브/08_트레이딩/2008-11-02_10월을 보내고.md
612,트레이딩,2008-11-30,11 월을 보내고...,1679,0,0,,https://blog.naver.com/pillion21/120059305241,아카이브/08_트레이딩/2008-11-30_11 월을 보내고.md
613,트레이딩,2008-12-01,제게 메일을 주신 분들께...,8027,0,0,,https://blog.naver.com/pillion21/120059348192,아카이브/08_트레이딩/2008-12-01_제게 메일을 주신 분들께.md
614,트레이딩,2009-01-15,2008 년 한해를 접으면서..,4971,0,0,,https://blog.naver.com/pillion21/120061732723,아카이브/08_트레이딩/2009-01-15_2008 년 한해를 접으면서.md
615,트레이딩,2009-05-03,투자의 기본,1633,0,0,,https://blog.naver.com/pillion21/120067839612,아카이브/08_트레이딩/2009-05-03_투자의 기본.md
616,트레이딩,2009-07-07,시장이란...,3045,0,0,,https://blog.naver.com/pillion21/120073312062,아카이브/08_트레이딩/2009-07-07_시장이란.md
617,트레이딩,2009-07-09,성배는 없다... 적어도 내 경험으로는...,2992,2,0,,https://blog.naver.com/pillion21/120073392489,아카이브/08_트레이딩/2009-07-09_성배는 없다... 적어도 내 경험으로는.md
618,트레이딩,2009-07-15,강의 후기,1563,0,0,,https://blog.naver.com/pillion21/120075523224,아카이브/08_트레이딩/2009-07-15_강의 후기.md
619,트레이딩,2009-11-11,포기하지 말자,2331,0,0,,https://blog.naver.com/pillion21/120094622727,아카이브/08_트레이딩/2009-11-11_포기하지 말자.md
620,트레이딩,2010-02-24,포기하지 말자 2,164,0,0,,https://blog.naver.com/pillion21/120102475135,아카이브/08_트레이딩/2010-02-24_포기하지 말자 2.md
621,트레이딩,2010-04-23,春蘭秋菊各有時,1656,0,0,,https://blog.naver.com/pillion21/120106048833,아카이브/08_트레이딩/2010-04-23_春蘭秋菊各有時.md
622,트레이딩,2010-04-30,안정적인 수익?,2645,1,0,,https://blog.naver.com/pillion21/120106446539,아카이브/08_트레이딩/2010-04-30_안정적인 수익_.md
623,트레이딩,2010-05-15,보라는 달은 안보고. 왜 손가락만...,890,0,0,,https://blog.naver.com/pillion21/120107334240,아카이브/08_트레이딩/2010-05-15_보라는 달은 안보고. 왜 손가락만.md
624,트레이딩,2010-06-15,질준비가 되어 있는가..,1772,0,0,,https://blog.naver.com/pillion21/120109281790,아카이브/08_트레이딩/2010-06-15_질준비가 되어 있는가.md
625,트레이딩,2010-08-17,운외창천(雲外蒼天),2463,0,0,,https://blog.naver.com/pillion21/120113397458,아카이브/08_트레이딩/2010-08-17_운외창천(雲外蒼天).md
626,트레이딩,2010-12-17,인내심.,1463,15,0,,https://blog.naver.com/pillion21/120120283047,아카이브/08_트레이딩/2010-12-17_인내심.md
627,트레이딩,2010-12-26,하고 싶은일보다는  잘할수 있는일을 하자..,2070,0,0,,https://blog.naver.com/pillion21/120120795913,아카이브/08_트레이딩/2010-12-26_하고 싶은일보다는 잘할수 있는일을 하자.md
628,트레이딩,2010-12-31,mental game,1965,0,0,,https://blog.naver.com/pillion21/120121135420,아카이브/08_트레이딩/2010-12-31_mental game.md
629,트레이딩,2011-04-23,대한민국에서 자문사 ceo로 산다는 것은 ...,3351,0,0,,https://blog.naver.com/pillion21/120128463473,아카이브/08_트레이딩/2011-04-23_대한민국에서 자문사 ceo로 산다는 것은.md
630,트레이딩,2013-02-13,질문에 대한 답변입니다..,3284,0,0,,https://blog.naver.com/pillion21/120181244104,아카이브/08_트레이딩/2013-02-13_질문에 대한 답변입니다.md
631,트레이딩,2013-02-22,세가지 이야기.,3709,2,0,,https://blog.naver.com/pillion21/120182246877,아카이브/08_트레이딩/2013-02-22_세가지 이야기.md
632,트레이딩,2013-03-25,제목 짓기가 이렇게 어려울줄이야...,482,0,0,,https://blog.naver.com/pillion21/120186041456,아카이브/08_트레이딩/2013-03-25_제목 짓기가 이렇게 어려울줄이야.md
633,트레이딩,2013-04-12,책이 나왔습니다. ,5075,0,0,,https://blog.naver.com/pillion21/120187836988,아카이브/08_트레이딩/2013-04-12_책이 나왔습니다.md
634,트레이딩,2013-04-18,책을 보내 드렸습니다. ,2231,0,0,,https://blog.naver.com/pillion21/120188239713,아카이브/08_트레이딩/2013-04-18_책을 보내 드렸습니다.md
635,트레이딩,2013-04-25,2013년 4월 25일.,1156,0,0,,https://blog.naver.com/pillion21/120188704565,아카이브/08_트레이딩/2013-04-25_2013년 4월 25일.md
636,트레이딩,2013-05-06,감사드립니다. ,1035,0,0,,https://blog.naver.com/pillion21/120189425527,아카이브/08_트레이딩/2013-05-06_감사드립니다.md
637,트레이딩,2013-06-09,빛과 그림자.,1403,0,0,,https://blog.naver.com/pillion21/120191708871,아카이브/08_트레이딩/2013-06-09_빛과 그림자.md
638,트레이딩,2013-07-21,끈기. 열정. 배짱.,4777,0,0,,https://blog.naver.com/pillion21/120194534690,아카이브/08_트레이딩/2013-07-21_끈기. 열정. 배짱.md
639,트레이딩,2013-09-15,위기..,1561,0,0,,https://blog.naver.com/pillion21/120198179514,아카이브/08_트레이딩/2013-09-15_위기.md
640,트레이딩,2013-12-31,2013 년 한해를 마무리 하면서..,1868,0,0,,https://blog.naver.com/pillion21/120204679780,아카이브/08_트레이딩/2013-12-31_2013 년 한해를 마무리 하면서.md
641,옛글 모음,2009-02-13,2008/01/01 ,3758,0,0,,https://blog.naver.com/pillion21/120063391386,아카이브/09_옛글 모음/2009-02-13_2008_01_01.md
642,옛글 모음,2009-02-13,1월의 마지막 날.    ,1788,0,0,,https://blog.naver.com/pillion21/120063391299,아카이브/09_옛글 모음/2009-02-13_1월의 마지막 날.md
643,옛글 모음,2009-02-13,게시판에서 뵈어도.. 느낌이 .. ^^  ,2729,2,0,,https://blog.naver.com/pillion21/120063391138,아카이브/09_옛글 모음/2009-02-13_게시판에서 뵈어도.. 느낌이 .. ^^.md
644,옛글 모음,2009-02-13,심리를 다스리는 자가 시장을 지배한다.,2813,0,0,,https://blog.naver.com/pillion21/120063390744,아카이브/09_옛글 모음/2009-02-13_심리를 다스리는 자가 시장을 지배한다.md
645,옛글 모음,2009-02-13,손절매의 심리학,4980,0,0,,https://blog.naver.com/pillion21/120063390716,아카이브/09_옛글 모음/2009-02-13_손절매의 심리학.md
646,옛글 모음,2009-02-13,먼길을 떠나려면 ...,3619,0,0,,https://blog.naver.com/pillion21/120063390677,아카이브/09_옛글 모음/2009-02-13_먼길을 떠나려면.md
647,옛글 모음,2009-02-13,1만 2천원의 행복. ,2586,0,0,,https://blog.naver.com/pillion21/120063390648,아카이브/09_옛글 모음/2009-02-13_1만 2천원의 행복.md
648,옛글 모음,2009-02-13,마지막 보루...,1761,1,0,,https://blog.naver.com/pillion21/120063390602,아카이브/09_옛글 모음/2009-02-13_마지막 보루.md
